main_artist,avg_year,avg_rank,avg_comp_score,avg_pos_score,avg_neu_score,avg_neg_score,sp_id,sp_name,followers_count,popularity,genres
the bells,1971.0,57.0,0.986,0.182,0.807,0.011,0zOcE3mg9nS6l3yxt1Y0bK,The Fray,158,0,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop christmas', 'pop rock']"
the black eyed peas,2007.375,43.75,0.46858125,0.13175,0.789,0.07925,3ADYbl3ulmXbgqLBSGGF7P,The Free Chicago Movement,1615879,75,[]
the blackbyrds,1975.0,52.0,-0.854,0.0,0.927,0.073,2KK4fR5VwOjGzJxjbGxMIu,The Friends Of Distinction,8,0,['chicago soul']
the blackout allstars,1997.0,97.0,0.9995,0.565,0.435,0.0,052NpRSiz4SQTsFnvwMP6t,The Fuzz,9117,36,[]
the box tops,1968.25,54.0,0.634525,0.203,0.69225,0.10425,0NbfKEOTQCcwd6o7wSDOHI,The Game,666,29,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
the brotherhood of man,1970.0,64.0,0.9792,0.178,0.775,0.048,4VQY0RV2GjcVHfApuvUi0l,Jane Wiedlin (The GoGo's),1267970,76,[]
the brothers johnson,1977.66666667,54.0,0.990133333333,0.252,0.704,0.044,2IU5UBup85LmAXh5U36DeC,The Grass Roots,34,1,"['album rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'singer-songwriter', 'soft rock']"
the buckinghams,1967.0,35.3333333333,0.0006,0.082,0.473333333333,0.111666666667,1Yyag4BRejtPxsKTrSkKDz,The Greg Kihn Band,41824,51,[]
the buoys,1971.0,87.0,-0.8519,0.046,0.857,0.097,0cQuYRSzlItquYxsQKDvVc,The Guess Who,6485,41,"['album rock', 'blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']"
the byrds,1965.0,25.0,0.9357,0.139,0.845,0.016,5ojumrbWWohLIuzArVoyDs,The Happenings,116797,58,"['brill building pop', 'bubblegum pop', 'merseybeat']"
the calling,2002.0,5.0,0.966,0.106,0.857,0.037,0kvp9mzfvoXvGtjSWTgrEb,'In The Heights' Original Broadway Company,4377,33,['broadway']
the capitols,1966.0,36.0,0.8462,0.152,0.731,0.116,6waa8mKu91GjzD4NlONlNJ,The Hollies,6543,54,"['adult standards', 'album rock', 'art rock', 'blues-rock', 'brill building pop', 'british blues', 'british invasion', 'bubblegum pop', 'christmas', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'rockabilly', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock']"
the carpenters,1972.27272727,48.0,0.804963636364,0.166272727273,0.779636363636,0.0539090909091,5Kd7EaN14eunBIyNux2c3z,The Hombres,286164,65,['classic garage rock']
the cars,1984.0,61.4,0.20674,0.0966,0.81,0.0934,7J7YRBSoiXpdTmcbkKZL2C,The Honeydrippers,442,21,[]
the casinos,1967.0,40.0,0.9611,0.149,0.815,0.036,48cjGickLyxKcM059gGE9y,The Hues Corporation,7779,34,[]
the chainsmokers,2016.5,16.5,0.980833333333,0.148666666667,0.812166666667,0.0391666666667,7KdxWrkwsSjIxyHL0HNtiv,The Human Beinz,1113,41,"['classic garage rock', 'freakbeat']"
the chakachas,1972.0,51.0,0.0,0.0,0.0,0.0,1aX2dmV8XoHYCOQRxjPESG,The Human League,3912,38,"['art rock', 'dance rock', 'disco', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']"
the chambers brothers,1968.0,87.0,0.5679,0.083,0.833,0.084,1Csjn2SQV7R9szDhhR7Aji,The Ides Of March,232225,63,[]
the charlie daniels band,1979.0,50.0,-0.9895,0.112,0.7,0.188,30q5mqJmdYPaKabPMytzvv,The Intruders,3136,37,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']"
the chilites,1972.0,13.0,0.9843,0.215,0.69,0.095,0tkKwWigaADLYB9HdFCjYo,The Irish Rovers,45111,43,"['celtic', 'celtic christmas', 'irish folk']"
the clash,1983.0,52.0,-0.9795,0.032,0.838,0.13,53QzNeFpzAaXYnrDBbDrIp,The Isley Brothers,45108,54,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul']"
the click five,2005.0,89.0,-0.9218,0.059,0.817,0.124,69Mj3u4FTUrpyeGNSIaU6F,The J. Geils Band,485042,66,"['album rock', 'blues-rock', 'british blues', 'classic funk rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'new wave pop', 'power pop', 'rock', 'roots rock', 'soft rock', 'southern rock']"
the cover girls,1991.0,68.0,0.993,0.1845,0.8015,0.014,2iE18Oxc8YSumAU232n4rW,The Jackson 5,136183,59,"['classic funk rock', 'funk', 'motown', 'soul']"
the cowsills,1968.0,44.3333333333,0.916366666667,0.138333333333,0.841666666667,0.0196666666667,2yrbLiuBmc9j81lTX3XUuI,The Jacksons,514773,71,"['boy band', 'classic funk rock', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'soul christmas']"
the cranberries,1995.5,72.0,-0.5437,0.061,0.87,0.069,05aFikcWbrmnDKsCHaH0Ce,The Jaggerz,178530,62,['bubblegum pop']
the crazy world of arthur brown,1968.0,39.0,-0.992,0.037,0.645,0.317,3d2hJTVTwo08F9b0ZFQukJ,The Jeff Healey Band,375,18,"['blues-rock', 'british blues', 'classic rock', 'electric blues', 'modern blues', 'southern rock', 'texas blues']"
the cuff links,1969.0,81.0,0.9147,0.086,0.914,0.0,3AHq6rutf72JF0ul8GB6G2,The Jets,53732,47,"['freestyle', 'new jack swing', 'quiet storm', 'urban contemporary']"
the cure,1990.5,69.5,0.98895,0.2545,0.6785,0.067,0C0XlULifJtAgn6ZNCW2eu,The Killers,47647,44,"['alternative rock', 'indie christmas', 'indie rock', 'modern rock', 'permanent wave', 'pop christmas', 'rock', 'vegas indie']"
the cyrkle,1966.0,38.0,-0.6741,0.098,0.801,0.101,2iIn8H3l2NNBNHFpYKWbfo,The Kingsmen,3120001,82,[]
the dave clark five,1965.0,67.0,0.449,0.0725,0.906,0.0215,1SQRv42e4PjEYfPhS0Tk9E,The Kinks,11510,48,"['album rock', 'art rock', 'british blues', 'british invasion', 'classic rock', 'dance rock', 'folk christmas', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
the delfonics,1969.0,47.0,0.9397,0.101,0.857,0.042,6dYrdRlNZSKaVxYg5IrvCH,The KLF,714882,70,"['acid house', 'electronic']"
the dells,1968.5,73.0,0.9979,0.396,0.545,0.0595,0Nn9YwJzcaeuU1jJL06e3r,The Knack,16136,34,"['album rock', 'jangle pop', 'power pop']"
the detroit emeralds,1972.0,95.0,0.9991,0.32,0.68,0.0,382aCtCMEd2Rg2DmcU9xw9,The Left Banke,38502,58,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'psychedelic rock']"
the dirt band,1980.0,72.0,0.9769,0.138,0.81,0.052,2rUmEpDSHKMhamwClclHs5,The Lemon Pipers,5660,31,"['bubblegum pop', 'classic garage rock', 'folk rock', 'freakbeat', 'merseybeat', 'psychedelic rock']"
the doobie brothers,1975.66666667,25.0,0.675066666667,0.159666666667,0.796666666667,0.044,3lzlUccNrekC1oFPCjNIOX,The Lettermen,5361,34,"['adult standards', 'brill building pop', 'bubblegum pop', 'christmas', 'easy listening', 'lounge', 'vocal harmony group']"
the doors,1969.2,52.4,0.57894,0.1664,0.7158,0.1178,7CCn4PFRRRZF127jtCBAUe,The Lovin' Spoonful,23130,42,"['art rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock-and-roll', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']"
the dramatics,1971.5,49.5,-0.00935,0.072,0.8365,0.0915,0A7g2YbCA9FlyZvAG6VmKP,The Lox,100337,56,"['dirty south rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
the easybeats,1967.0,66.0,0.9869,0.197,0.74,0.062,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,111211,55,"['folk-pop', 'indie folk', 'indie pop', 'stomp and holler']"
the electric prunes,1967.0,93.0,0.9729,0.2,0.761,0.038,6vuD08WKtmp1yc7kQx1rBm,The Main Ingredient,2285230,78,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz funk', 'memphis soul', 'motown', 'post-disco', 'quiet storm', 'soul', 'soul blues', 'southern soul', 'urban contemporary']"
the emotions,1977.0,3.0,0.9994,0.419,0.577,0.004,1bs7HoMkSyQwcobCpE9KpN,The Mamas & The Papas,44866,46,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']"
the escape club,1989.5,41.5,-0.02335,0.089,0.801,0.11,2dogRElUKV20C2khRHqjRc,The Manhattan Transfer,322025,65,"['a cappella', 'adult standards', 'jazz christmas', 'vocal jazz']"
the esquires,1967.0,34.0,0.4215,0.014,0.978,0.008,1DpIDwg8FGD50N9Tfunfsf,The Manhattans,24788,46,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
the fireballs,1968.0,63.0,-0.94,0.0,0.897,0.103,59QxeZBL6k9L4oJBGSyukd,The Marshall Tucker Band,117991,53,"['album rock', 'blues-rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'jam band', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'southern rock']"
the first class,1974.0,94.0,0.9718,0.081,0.909,0.011,0MponVSpW81oLvJZ53vYZH,The Marvelettes,167635,58,"['brill building pop', 'chicago soul', 'jazz blues', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
the floaters,1977.0,72.0,0.9988,0.265,0.706,0.028,6etIM3JbzGPxTdfNWWfsVH,The McCoys,88027,58,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']"
the flying machine,1969.0,76.0,0.9843,0.272,0.655,0.074,5v8bwWRbu7AI3YFhzoM6Ha,The Mills Brothers,7220,41,"['adult standards', 'big band', 'cabaret', 'christmas', 'jazz christmas', 'lounge', 'stride', 'swing', 'tin pan alley', 'vocal harmony group', 'vocal jazz']"
the fortunes,1968.0,83.5,0.8237,0.136,0.746,0.118,2VkASgJ3IjpMHG5aYXx4t2,Wayne Fontana & The Mindbenders,23659,45,"['british invasion', 'bubblegum pop', 'merseybeat', 'rock-and-roll']"
the foundations,1968.5,46.0,0.947,0.071,0.887,0.042,6TKOZZDd5uV5KnyC5G4MUt,Smokey Robinson & The Miracles,4175,31,"['brill building pop', 'chicago soul', 'classic funk rock', 'disco', 'funk', 'jazz blues', 'memphis soul', 'motown', 'northern soul', 'quiet storm', 'rock-and-roll', 'soul', 'soul blues', 'soul christmas', 'southern soul']"
the four seasons,1985.0,46.5,0.836,0.062,0.928,0.01,6avGAzQTmqu8mfSmZrN7gT,The Moments,323365,61,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']"
the four tops,1969.66666667,40.6666666667,0.971133333333,0.185333333333,0.763666666667,0.0513333333333,320EPCSEezHt1rtbfwH6Ck,The Monkees,33542,40,"['boy band', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'singer-songwriter', 'soft rock']"
the fray,2007.4,35.4,0.40902,0.1056,0.7866,0.1078,5BcZ22XONcRoLhTbZRuME1,The Moody Blues,266940,63,"['album rock', 'art rock', 'british blues', 'british invasion', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'pop christmas', 'progressive rock', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock', 'symphonic rock']"
the free movement,1971.0,27.0,nan,nan,nan,nan,6scOultrkXrQsClcbGKM7e,The Motels,238654,61,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
the friends of distinction,1969.33333333,36.3333333333,0.9415,0.111333333333,0.820666666667,0.0683333333333,1gfALR8mS1Qi50EXfrxvmx,The Music Explosion,25758,41,[]
the fuzz,1971.0,45.0,0.9964,0.303,0.691,0.006,3ZZHB1Xh2PM88QTMiqHB62,? & The Mysterians,9,1,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'garage rock', 'protopunk', 'psychedelic rock']"
the game,2006.0,43.6666666667,-0.519133333333,0.114333333333,0.721666666667,0.164333333333,77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,9218,39,['pop']
the gogos,1982.5,65.75,-0.0322,0.082,0.81,0.108,4jrTNltJtTMUfXybDdsHDn,The New Seekers,1835481,81,"['bubblegum pop', 'merseybeat']"
the grass roots,1968.75,41.5,0.512275,0.191,0.7475,0.0615,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,10486,36,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
the greg kihn band,1982.0,34.0,-0.9708,0.0465,0.7595,0.1945,3XnO697XIus1M0cMuxZjos,The Oak Ridge Boys,2423019,81,"['country', 'country christmas', 'country gospel', 'country rock', 'cowboy western', 'nashville sound', 'outlaw country', 'traditional country']"
the guess who,1970.4,59.4,-0.17056,0.1572,0.6854,0.1574,38h03gA85YYPeDPd9ER9rT,The O'Jays,105410,52,"['chicago soul', 'classic funk rock', 'disco', 'funk', 'memphis soul', 'motown', 'post-disco', 'quiet storm', 'soul', 'soul blues', 'soul christmas', 'southern soul', 'urban contemporary']"
the happenings,1966.5,33.0,-0.8924,0.104,0.741,0.155,1LewRrFZKW8ktXwW01njJL,The O'Kaysions,291053,61,['beach music']
the heights,1992.5,69.5,0.9519,0.116,0.853,0.031,422gtj7D6L6pvr0GE08lwf,Rosie & The Originals,128,14,['doo-wop']
the hillside singers,1972.0,97.0,nan,nan,nan,nan,5fU6lODhpw3GEGGJuaDprR,The Osmonds,10019,45,"['boy band', 'bubblegum pop']"
the hollies,1969.33333333,45.1666666667,0.6271,0.145333333333,0.7895,0.0651666666667,1zxDewzd2j1ZdSBGaYcr0y,The Outfield,17947,36,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'soft rock']"
the hombres,1967.0,69.0,0.6583,0.111,0.804,0.085,2YoQIXRoQoitW4Sy6hR8AQ,The Outsiders,130497,63,[]
the honey cone,1971.0,70.0,nan,nan,nan,nan,7u1mqP3ykglpCB2c1p1p5I,The Partridge Family,2341,27,"['bubblegum pop', 'soft rock']"
the honeydrippers,1985.0,34.0,0.994,0.323,0.677,0.0,7b8blpDsdFfs5DMMMLBuX0,The Pipkins,18264,45,[]
the hues corporation,1974.0,43.0,0.9972,0.196,0.804,0.0,2kreKea2n96dXjcyAU9j5N,The Pointer Sisters,248,18,"['classic funk rock', 'dance pop', 'dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'post-disco', 'quiet storm', 'soft rock', 'soul christmas']"
the human beinz,1968.0,67.0,-0.9981,0.062,0.251,0.687,5NGO30tJxFlKixkPSgXcFE,The Police,145225,66,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
the human league,1983.66666667,21.3333333333,0.3344,0.211,0.709666666667,0.0793333333333,0XawOhZ28ajmIWwPpRJuDA,The Poppy Family,1357149,76,[]
the ides of march,1970.0,85.0,0.9985,0.328,0.672,0.0,37VhgKcbq9YOse66sppnyz,The Pretenders,1421,26,[]
